NA (cm^-3),ND (cm^-3),ni (cm^-3),tsi (nm),tox (nm),L (nm),PhiM (eV),Ld (nm),Er (V/cm)
1e+20,5e+18,10000000000.0,7.489491948080847,4.610074776560497,64.66261001407196,4.4,1.153888859989665,7150290.99013946
1e+20,5e+18,10000000000.0,3.314371159981863,3.9083169039308556,24.65808665732793,4.4,0.941600521173742,14188229.486940572
1e+20,5e+18,10000000000.0,7.474493400173382,2.494192688243185,31.22612589125076,4.4,1.6697717040116615,7606545.969688777
1e+20,5e+18,10000000000.0,1.2530935565013137,3.2894937725390077,32.07673434162997,4.4,0.7277384475699848,57261036.98616332
1e+20,5e+18,10000000000.0,4.377892111957124,2.861773084631203,5.23958964800781,4.4,1.0519952688278074,13384064.899207352
1e+20,5e+18,10000000000.0,6.640780136880981,4.210383706130591,32.67116493626425,4.4,1.493842146600342,9261099.259492647
1e+20,5e+18,10000000000.0,2.3148690898718822,3.3602486918728043,72.88749789606892,4.4,0.7405710313702205,34475546.26616997
1e+20,5e+18,10000000000.0,8.407032170022411,4.967839835319155,81.06496913022725,4.4,1.4428715783938606,6656852.364839691
1e+20,5e+18,10000000000.0,3.1152816893072677,2.1642349467787856,48.08499346032569,4.4,1.1224863994911671,20741633.223780155
1e+20,5e+18,10000000000.0,6.8705300153660165,3.06504579840874,42.62864748407216,4.4,1.283439182777852,7948406.8830904635
1e+20,5e+18,10000000000.0,4.646774283177967,3.445700501329932,5.681741826845212,4.4,1.3275240627576692,11989268.782611644
1e+20,5e+18,10000000000.0,6.364392359298825,3.5094006642449593,79.4907773699283,4.4,1.2437118039098607,10657047.25742094
1e+20,5e+18,10000000000.0,1.967054973660173,2.9478074671569106,4.131888568050926,4.4,0.868787177627288,39406869.702049755
1e+20,5e+18,10000000000.0,1.1522151992944658,4.187720747292704,85.19325697828843,4.4,0.5384801190050303,53544127.91765814
1e+20,5e+18,10000000000.0,9.186079846422711,4.624241220466924,45.561813635863885,4.4,1.3935113502038927,7700346.430746251
1e+20,5e+18,10000000000.0,3.426670078904645,4.816157905933589,32.74830094100122,4.4,0.8420908483184354,12714460.788301336
1e+20,5e+18,10000000000.0,8.37709302502413,4.415280130398578,83.40700383131143,4.4,1.5053796557689985,5783190.105751216
1e+20,5e+18,10000000000.0,9.994152704249801,4.551740591919798,5.122016400578416,4.4,1.237449513039436,6012041.982431518
1e+20,5e+18,10000000000.0,2.9028813219902005,3.6516359018599864,53.58396585361058,4.4,0.9515818061545672,14055162.584868746
1e+20,5e+18,10000000000.0,3.3865366706502003,4.477664679280444,50.757129631442375,4.4,1.0073548406447776,14798067.76782389
1e+20,5e+18,10000000000.0,6.9657380887119915,2.9105117274438568,22.08087490539024,4.4,1.2733844933422784,8713513.316177772
1e+20,5e+18,10000000000.0,9.689037711405591,3.1954362863276433,40.31320652746832,4.4,1.491013500480896,4190142.4206927153
1e+20,5e+18,10000000000.0,9.242329133716694,2.950739041455633,59.74696851710801,4.4,1.9231630533770552,5472846.802708569
1e+20,5e+18,10000000000.0,5.525879680590264,3.4021620063437763,66.26041412872769,4.4,1.2424786271949029,10959564.13813298
1e+20,5e+18,10000000000.0,8.155992542740522,2.856738848715909,3.062366707472441,4.4,1.6244862612295063,7715304.98458571
1e+20,5e+18,10000000000.0,2.2217126778991094,4.8848343267633405,84.50624841791833,4.4,0.5764700647260783,34671480.470216885
1e+20,5e+18,10000000000.0,9.79694365783611,2.9385338840170045,17.313707398174678,4.4,1.8308570670733668,6717791.51014949
1e+20,5e+18,10000000000.0,9.679179106323879,2.2941336143328197,23.32149777734525,4.4,1.7472077246659403,5846511.515034071
1e+20,5e+18,10000000000.0,2.4735606209125387,3.5804514981512403,25.922189775364796,4.4,0.8234018316638065,31215748.84097125
1e+20,5e+18,10000000000.0,3.6948081232279595,2.171297235335529,6.290351880027072,4.4,1.4420286359337087,19323146.684309397
1e+20,5e+18,10000000000.0,1.9013949775609023,2.3316294989257416,13.705534752358268,4.4,0.8157201154881423,25244810.999808397
1e+20,5e+18,10000000000.0,3.4454583900836173,2.6581681675887388,88.81244329614209,4.4,1.1297480525953794,13128498.252696943
1e+20,5e+18,10000000000.0,8.34360210473686,3.393050749646425,30.423856151823887,4.4,1.8767460621638152,8033995.939434049
1e+20,5e+18,10000000000.0,4.404840464487336,3.2997527969270837,13.031194859497292,4.4,1.2416395613577955,14165172.86519736
1e+20,5e+18,10000000000.0,1.7955727043208254,4.399075586008374,12.308239722192228,4.4,0.7261169009013976,39868585.8720424
1e+20,5e+18,10000000000.0,4.080029723010141,4.21842396165234,65.59301718728756,4.4,0.9499620831499541,17046984.145947255
1e+20,5e+18,10000000000.0,9.83245000817152,3.278954881972104,77.34747377083976,4.4,1.9171999486661109,6611623.888275414
1e+20,5e+18,10000000000.0,6.667152357332826,3.0011126227268896,25.354850057236877,4.4,1.2165433410362154,11917424.802474672
1e+20,5e+18,10000000000.0,4.7454485176554195,2.9494063521844955,4.819127573165442,4.4,1.0771176526576558,12926826.405594287
1e+20,5e+18,10000000000.0,2.49884662147543,4.321985261882027,22.408831604745956,4.4,0.6700644296282071,17817912.42304408
1e+20,5e+18,10000000000.0,9.875591175553254,2.156217218663809,7.916865099317888,4.4,2.0561727468756668,7405221.752564354
1e+20,5e+18,10000000000.0,8.387641083368159,2.0384649485318174,11.995359486813612,4.4,2.3090016819423584,5969990.131447122
1e+20,5e+18,10000000000.0,3.5332957220582744,4.386633175779944,40.541206426744886,4.4,0.8422898792515664,20120615.855030376
1e+20,5e+18,10000000000.0,1.6306182614907052,3.431439127967148,23.002898264962035,4.4,0.7319822501119491,48008958.12882339
1e+20,5e+18,10000000000.0,1.5096300163980223,2.3926434156607277,47.88729143171184,4.4,0.860826546537671,44959241.55013546
1e+20,5e+18,10000000000.0,2.0834033455498044,2.706697803783504,25.053956533375562,4.4,0.907582114551578,30642749.31417302
1e+20,5e+18,10000000000.0,6.226917252529795,4.797511859292148,84.82674519595645,4.4,1.074218617039806,9381118.24165791
1e+20,5e+18,10000000000.0,9.358870790849432,4.578508926874694,81.81712520958501,4.4,1.4737814719981261,5831514.918784626
1e+20,5e+18,10000000000.0,5.470690852053861,4.129355150671918,52.31213113591054,4.4,1.0783906124693432,9892752.396812024
1e+20,5e+18,10000000000.0,8.586509342105774,3.4466756910119796,33.8348873029026,4.4,1.315647381682237,7622993.887331091
1e+20,5e+18,10000000000.0,5.01297957873827,3.560970878574157,36.159778737021995,4.4,1.4203717321289229,13973909.842884528
1e+20,5e+18,10000000000.0,7.377251911910427,4.925733605851876,38.83114863357123,4.4,1.0413017058550453,9101042.445219915
1e+20,5e+18,10000000000.0,7.586854635578508,4.897311331652862,66.29940102574014,4.4,1.03175072486543,6318350.1398517685
1e+20,5e+18,10000000000.0,2.5656733531300477,2.6458071373575027,42.2925926101389,4.4,1.1338417760181974,23291931.19335896
1e+20,5e+18,10000000000.0,4.250944530782306,4.4333136989159545,77.53550534601307,4.4,0.9015973037815984,16858748.06607599
1e+20,5e+18,10000000000.0,6.735719408842215,2.5917279985010504,85.13624637594171,4.4,1.7090383788298285,8763453.395946678
1e+20,5e+18,10000000000.0,1.6362694736592958,2.640612433651854,32.22731534396725,4.4,0.733340432695575,37564063.97533148
1e+20,5e+18,10000000000.0,4.253861689866609,4.02827910249373,51.78041987968417,4.4,0.983001041469766,16654383.026979525
1e+20,5e+18,10000000000.0,5.8131951965307325,3.2150032957626453,11.269918704433106,4.4,1.2167210545791964,11430996.208463952
1e+20,5e+18,10000000000.0,9.966020437401749,4.794633221319561,20.44080715567323,4.4,1.351212419356407,5656600.564828159
1e+20,5e+18,10000000000.0,5.270802063601966,2.2670292046880265,38.97152170378393,4.4,1.4703239367850045,14384245.041438188
1e+20,5e+18,10000000000.0,8.344510814028911,3.534576922428479,20.93963628345476,4.4,1.6719644726722152,5572847.08270234
1e+20,5e+18,10000000000.0,4.88860556559956,4.755564591329364,79.26076269861842,4.4,1.0185700197033467,16327899.003613608
1e+20,5e+18,10000000000.0,8.16751650357738,4.7123409814385155,16.770904277141533,4.4,1.5501021192615707,5479524.053541508
1e+20,5e+18,10000000000.0,6.358733214580976,2.469587640247224,42.642491475119,4.4,1.31057950168648,6384604.837812002
1e+20,5e+18,10000000000.0,8.979358973521585,3.0999131002893696,55.695833920009186,4.4,1.7040432082145833,8419393.440988693
1e+20,5e+18,10000000000.0,4.698482971150989,3.857364200140089,63.192160009993465,4.4,1.1408374920540822,10598769.994571071
1e+20,5e+18,10000000000.0,6.43873977839331,2.4781846543142065,36.32703516620609,4.4,1.8828067419539487,10745578.71247495
1e+20,5e+18,10000000000.0,6.670168125569447,4.904066516137216,78.61161897905139,4.4,0.9559292762845452,10860388.169166028
1e+20,5e+18,10000000000.0,4.7564464762042595,4.744247986182981,52.44376614377952,4.4,1.030722389437877,15633405.31913754
1e+20,5e+18,10000000000.0,2.2988083931873335,2.5008505371034078,41.23717689893701,4.4,1.0943724742054612,34654375.57242934
1e+20,5e+18,10000000000.0,1.84203466221102,2.3634663837829564,8.849935162527185,4.4,0.7916911387481275,28100224.965077367
1e+20,5e+18,10000000000.0,1.150043955396698,2.2562254484247957,43.427983754729354,4.4,0.821408117526576,59484451.31690032
1e+20,5e+18,10000000000.0,8.86180837820693,4.7283309921098935,74.40401815096853,4.4,1.10563783007409,5034637.675189788
1e+20,5e+18,10000000000.0,3.128274210148251,2.5808714293863826,56.46506858525444,4.4,1.203322875894545,17988311.725271422
1e+20,5e+18,10000000000.0,2.9035607435359125,3.248854785633064,75.3981334744333,4.4,1.1091470458790187,25458006.310722586
1e+20,5e+18,10000000000.0,7.62431860383459,3.346554096956009,45.97901534213959,4.4,1.6042994926464422,7175240.790022891
1e+20,5e+18,10000000000.0,3.8801450177865258,3.7970331326407027,13.30616834321992,4.4,0.9862313057895654,16402432.107481107
1e+20,5e+18,10000000000.0,5.554402231706529,2.2152060312422748,4.186666587721653,4.4,1.2952083492095758,10829416.963291232
1e+20,5e+18,10000000000.0,2.4625995876771065,2.680275852201548,29.380100564517434,4.4,1.1196104011860497,26735187.30935255
1e+20,5e+18,10000000000.0,9.637711493157724,4.794471160756778,63.72517102030795,4.4,1.4009596628548606,8188227.633866598
1e+20,5e+18,10000000000.0,8.664232600155136,4.725230321805709,71.75261164292736,4.4,1.098992938357942,4873994.3869119985
1e+20,5e+18,10000000000.0,8.774106606685029,4.343871942217077,28.73049661196866,4.4,1.5291367619332044,7175483.900787901
1e+20,5e+18,10000000000.0,4.660963737148046,2.0582037368546464,46.1218911168425,4.4,1.4939187271383758,15988356.780396119
1e+20,5e+18,10000000000.0,7.8612509233645556,2.981020305488306,39.6373446857651,4.4,1.3799027092448255,7537643.69660602
1e+20,5e+18,10000000000.0,2.2948853985080215,3.8838762060287233,38.715482238574225,4.4,0.6808300783823494,18798798.173412196
1e+20,5e+18,10000000000.0,1.0775710233260225,2.8255706353204273,23.127338048413094,4.4,0.5099678362851113,57928036.98822643
1e+20,5e+18,10000000000.0,1.1797563932022532,4.728760085161332,14.864286137562878,4.4,0.5143284970234493,45164371.17015748
1e+20,5e+18,10000000000.0,6.279415636641044,3.9016683854973255,20.11190456611554,4.4,1.3305524505851782,7357001.684033975
1e+20,5e+18,10000000000.0,5.098554147231467,2.215720151949337,7.813917683211111,4.4,1.5204160995624147,14506344.033141281
1e+20,5e+18,10000000000.0,5.662138140176678,4.727016766507109,20.237374538651203,4.4,1.2332730544357604,10749292.76058703
1e+20,5e+18,10000000000.0,1.0671682637549746,4.873299974528668,3.800478093408013,4.4,0.535530322629101,72463789.56497729
1e+20,5e+18,10000000000.0,4.804179576916831,2.2331372551751763,57.57148085533011,4.4,1.5345720316669211,15037044.104517948
1e+20,5e+18,10000000000.0,7.462613450807748,3.5970807045839446,30.52466044272841,4.4,1.1596357808565088,9074417.722067174
1e+20,5e+18,10000000000.0,4.984243317706923,2.9100928466425113,87.66358989414105,4.4,1.4109186132383293,8065621.514061148
1e+20,5e+18,10000000000.0,7.58997285681,3.178517229444207,19.853383417537913,4.4,1.4945965438331543,7524788.209787363
1e+20,5e+18,10000000000.0,3.097170679571513,2.5389536538660256,33.08708561693467,4.4,1.1334357952689404,15465551.05342405
1e+20,5e+18,10000000000.0,8.318278040335528,3.7342163060372378,34.13218080181339,4.4,1.581510736798356,9188430.113941193
1e+20,5e+18,10000000000.0,6.295881164081071,4.873938059746672,3.735280157434067,4.4,1.0684638607645924,7462554.988347207
1e+20,5e+18,10000000000.0,2.896867894869156,3.5092178008148274,76.01109191443292,4.4,1.06015720569593,17757938.550627258
1e+20,5e+18,10000000000.0,3.1304842826844963,2.2487437441834435,5.783518032556251,4.4,1.0071289296564934,19381496.67288871
1e+20,5e+18,10000000000.0,6.652274181125834,3.860004000432225,84.795645621444,4.4,1.4028404576207567,7596581.7679767795
1e+20,5e+18,10000000000.0,8.46945633891199,3.020668983353771,80.610468545145,4.4,1.3424923701566287,5714013.409434701
1e+20,5e+18,10000000000.0,4.740650038262396,4.567775568773893,49.59040669947883,4.4,1.1917924377746048,13492658.70457609
1e+20,5e+18,10000000000.0,3.32470386214833,3.304034444949411,50.29281501728241,4.4,0.8476406181100122,13101070.867122442
1e+20,5e+18,10000000000.0,8.803104462195403,2.5785188268267367,59.8786792971856,4.4,1.5482917268663,4808157.228010576
1e+20,5e+18,10000000000.0,7.023414625757514,2.5733168680734346,36.67335103833517,4.4,1.5417134862906412,7815260.05970674
1e+20,5e+18,10000000000.0,5.032769385547689,4.306292542163481,59.308338655613426,4.4,1.026391640684427,13675686.864961423
1e+20,5e+18,10000000000.0,5.391101757513717,2.7967627949220795,6.8948498158983575,4.4,1.229723332660707,11536096.539873127
1e+20,5e+18,10000000000.0,2.8383082114275675,4.301700182477669,7.702143579426211,4.4,0.8399446841543026,20052458.89418222
1e+20,5e+18,10000000000.0,6.641223670583596,2.6176619322997983,42.77904650690036,4.4,1.5564510332315857,9430500.413108312
1e+20,5e+18,10000000000.0,4.228682594885997,2.9650591061039284,50.81714019622504,4.4,0.9717046839233413,12916093.407479644
1e+20,5e+18,10000000000.0,9.960806590069144,3.3964609173190983,80.24013470921625,4.4,1.588973966114879,7775058.447023508
1e+20,5e+18,10000000000.0,5.32165163735699,4.829587549080352,12.105475149986974,4.4,1.1800527286892277,7929154.050637521
1e+20,5e+18,10000000000.0,5.372970455706518,4.795194274261474,74.57036966586837,4.4,1.1388544021783613,12457849.845443029
1e+20,5e+18,10000000000.0,6.092666086696047,2.620615626266863,21.274118344410056,4.4,1.66191168031559,12416781.999312634
1e+20,5e+18,10000000000.0,9.250804028068721,3.074657123729218,37.28527742037277,4.4,1.8720271887573552,7799904.541321683
1e+20,5e+18,10000000000.0,8.207362898737752,2.448198165361317,30.544411829984924,4.4,1.6925184091507965,5770628.395162328
1e+20,5e+18,10000000000.0,5.060170628180573,3.5299552379404915,37.81350873928971,4.4,1.0055594663962013,10244131.624836136
1e+20,5e+18,10000000000.0,7.468293393755164,3.381747652084,16.09310833231494,4.4,1.350820673602904,9196467.509660857
1e+20,5e+18,10000000000.0,6.276119489026855,4.702280487352198,46.81059647310928,4.4,1.3086142662476203,6910451.982799246
1e+20,5e+18,10000000000.0,5.43130343831124,4.790016133373218,72.74290531532895,4.4,1.269487437816947,13343844.404288689
1e+20,5e+18,10000000000.0,2.7308419550591547,3.1507021730218763,41.41345890296403,4.4,0.9286977779895955,25177684.72716402
1e+20,5e+18,10000000000.0,5.1754263710940185,3.475213829056968,45.68338110314332,4.4,0.9810103782194096,13367838.90035113
1e+20,5e+18,10000000000.0,3.2123672832031716,4.688708747438399,76.84277991947434,4.4,0.7085472679689365,13700069.428804537
1e+20,5e+18,10000000000.0,9.233579348664891,4.420123423235184,64.42705597350869,4.4,1.3424716449334522,7441363.657375649
1e+20,5e+18,10000000000.0,4.018661321467123,2.010968934033948,45.66953354122127,4.4,1.458073862036394,16720176.106870398
1e+20,5e+18,10000000000.0,9.570376130800351,2.9601786925507474,25.41952139245863,4.4,1.4924618239918537,7652457.816906029
1e+20,5e+18,10000000000.0,5.797497610852401,3.2653227258083777,79.98862697551209,4.4,1.5687733753004418,7186520.98661805
1e+20,5e+18,10000000000.0,6.683899408085443,2.689148851049695,53.20077494707858,4.4,1.4914683195767464,6122837.0207376005
1e+20,5e+18,10000000000.0,5.88646400040395,2.598714847687816,22.239842079630325,4.4,1.7534218556781953,9329927.7786076
1e+20,5e+18,10000000000.0,2.1644255527003082,2.1133535197870392,26.413418479506902,4.4,1.1255675051836236,21230358.926708106
1e+20,5e+18,10000000000.0,4.382390971071469,3.9301091752092816,72.8725787374534,4.4,1.1638681208436383,14224057.03057759
1e+20,5e+18,10000000000.0,1.8923150104986153,2.787530871449497,6.840663901608625,4.4,0.8590949767341767,40529169.633369595
1e+20,5e+18,10000000000.0,6.606586397650435,2.1570415352939394,89.31202027150735,4.4,1.8388386729065989,8424803.0470252
1e+20,5e+18,10000000000.0,5.0218677568039505,2.692937931584191,14.340596135186885,4.4,1.4409694696341009,14695332.227918161
1e+20,5e+18,10000000000.0,8.00186474413843,4.40574185850838,72.25796170953356,4.4,1.4170677987108713,5000038.898435859
1e+20,5e+18,10000000000.0,2.9842343289943285,4.55446754493964,37.34545255913641,4.4,0.8268606492372985,15662505.214233195
1e+20,5e+18,10000000000.0,2.4810945258640142,3.449198735579908,45.82280794600962,4.4,1.0131472104975785,16612402.774864078
1e+20,5e+18,10000000000.0,4.6569900786739105,3.2482120112260584,79.61660023941828,4.4,1.3086314293836987,11407773.330651043
1e+20,5e+18,10000000000.0,9.33926844896543,4.933561080505346,38.92327349426155,4.4,1.5282825751136175,8172758.310241677
1e+20,5e+18,10000000000.0,7.3937963351117055,2.6016939787642097,49.7619565695714,4.4,1.9369572806978392,5934445.980827332
1e+20,5e+18,10000000000.0,4.7703126231362685,2.6460778485638254,7.289070629597785,4.4,1.1899569615486758,13470058.703931713
1e+20,5e+18,10000000000.0,5.655449527788795,2.8756015311091994,3.2042302264684244,4.4,1.168923538808642,10266175.53202325
1e+20,5e+18,10000000000.0,1.7579171005938852,2.5182719548432617,24.297588951150153,4.4,0.8297860467310902,44108296.38578363
1e+20,5e+18,10000000000.0,9.861183067385017,3.1380967946125597,62.210729083932755,4.4,1.782668324174488,4553283.860025785
1e+20,5e+18,10000000000.0,6.99766574225427,4.732502680969262,13.550045722244894,4.4,1.3761063737234052,6928183.740950045
1e+20,5e+18,10000000000.0,3.568636616170802,3.846043521885723,12.8972904159958,4.4,0.9416007592947815,11539891.329324605
1e+20,5e+18,10000000000.0,6.272275547937199,3.235839645836791,38.75357289912358,4.4,1.4317141227912986,9144593.464826083
1e+20,5e+18,10000000000.0,1.9853412946209459,4.803232383713644,59.3618223589157,4.4,0.6498725801731379,25745354.776567552
1e+20,5e+18,10000000000.0,9.692530019268252,2.145392697427467,64.95026332556995,4.4,1.732896242822231,7716895.09415207
1e+20,5e+18,10000000000.0,2.5730648909502936,2.630828533705584,18.525208646558607,4.4,1.034538054534992,24949869.22160385
1e+20,5e+18,10000000000.0,6.832272862496928,3.697665815305277,9.924168821367694,4.4,1.537675929053852,9449802.550103743
1e+20,5e+18,10000000000.0,3.209090162850374,3.8466578695795377,84.81454195326235,4.4,0.7882429319956895,19094642.021782655
1e+20,5e+18,10000000000.0,7.458052443836822,2.1186725196878395,25.67797528290285,4.4,1.9470015577099289,5855954.194215855
1e+20,5e+18,10000000000.0,7.991392305162529,3.2091162737213965,77.24114529195897,4.4,1.637130326793544,7232875.716997934
1e+20,5e+18,10000000000.0,7.060777560202894,3.9474618944926183,78.12375619026518,4.4,1.157768311132798,11327393.747558082
1e+20,5e+18,10000000000.0,6.530495142296733,4.094211639210204,70.20946548334136,4.4,1.0727356602544451,11240980.97223652
1e+20,5e+18,10000000000.0,9.032221845568106,3.9144197075488076,17.688523778773597,4.4,1.810703865363697,8385352.293339387
1e+20,5e+18,10000000000.0,1.7076403989078224,2.9616896730827738,74.49672695511543,4.4,0.7270455555331392,42707501.190826915
1e+20,5e+18,10000000000.0,3.9782328920217567,2.2805603707937285,69.92479865401805,4.4,1.1767569135400568,11090770.433707934
1e+20,5e+18,10000000000.0,3.234587316677614,3.2813373392580023,54.914900139240885,4.4,0.8623205428833445,15179039.968852231
1e+20,5e+18,10000000000.0,9.892125658588794,2.3862633121041665,32.33657705969889,4.4,2.1725341369161546,4056243.060298992
1e+20,5e+18,10000000000.0,4.504508017001862,4.842870975562001,25.838248571189336,4.4,1.0066544579050583,11575160.882903345
1e+20,5e+18,10000000000.0,7.593514293163588,3.425512598067885,13.604361450991231,4.4,1.5743688631937494,5839759.350131559
1e+20,5e+18,10000000000.0,7.162526474929042,2.9517775230706027,47.348864820375816,4.4,1.301017231843721,8224993.515664032
1e+20,5e+18,10000000000.0,2.9087311372963995,4.298912213356701,53.917696169356645,4.4,0.9520530976440823,23063355.248883598
1e+20,5e+18,10000000000.0,3.150979121903962,3.4938457777467917,34.262492174873486,4.4,0.907602040964199,23795845.323220264
1e+20,5e+18,10000000000.0,3.5315610719773067,2.93010207203735,44.356238888235566,4.4,1.015890654022972,19812396.0417484
1e+20,5e+18,10000000000.0,4.700145504334413,4.435903227172405,34.625757791126205,4.4,1.0138563230403514,16498090.061175907
1e+20,5e+18,10000000000.0,3.1089255908547413,4.601456453003366,58.76752698690101,4.4,0.7858278256546414,13559646.374219447
1e+20,5e+18,10000000000.0,1.1768633447216303,4.019024498866031,81.409551078301,4.4,0.6198285104045966,34402629.32671958
1e+20,5e+18,10000000000.0,8.91453751126476,2.140893267223002,17.261062798084204,4.4,2.3909470444610914,7454511.742137517
1e+20,5e+18,10000000000.0,9.690488482427957,3.6989686404995963,36.18256646157174,4.4,1.4913236239828385,5322135.876061423
1e+20,5e+18,10000000000.0,4.074133483284111,4.289884735991845,15.255568543724934,4.4,1.1163955225884745,12306921.422666207
1e+20,5e+18,10000000000.0,4.0465619148292555,2.4095090362507463,57.370108025481386,4.4,1.4418546492720454,13155731.86033854
1e+20,5e+18,10000000000.0,1.0638263149693388,2.68601225415381,66.41173432550784,4.4,0.7377830623792594,47744487.61136208
1e+20,5e+18,10000000000.0,7.1222561949733665,4.64748531520441,84.07640773597866,4.4,1.1120421347717666,8488525.910473734
1e+20,5e+18,10000000000.0,8.428959061737658,2.0603651655592223,27.261857584703947,4.4,2.0848864098381785,6834288.488890779
1e+20,5e+18,10000000000.0,2.3194747032400285,4.258181413477928,85.66837491029243,4.4,0.6714863452157749,26082259.90589981
1e+20,5e+18,10000000000.0,2.4369971443043568,3.4213198775432687,8.503852448398707,4.4,0.9533884465441765,27455323.292599324
1e+20,5e+18,10000000000.0,8.11074924974294,3.3403164765188205,55.46220611271917,4.4,1.2499172558250016,6840948.801444512
1e+20,5e+18,10000000000.0,6.5466167351873015,2.0212895974846616,7.970546582869708,4.4,1.84633681282088,7645522.796020876
1e+20,5e+18,10000000000.0,1.4037450186494531,4.458194692899479,80.7583543352892,4.4,0.5250402311475234,33231121.64432114
1e+20,5e+18,10000000000.0,6.602922914160535,3.0794747019096995,49.093387965094706,4.4,1.3604414577812702,8175010.595011264
1e+20,5e+18,10000000000.0,3.780259505593895,3.6222968939016287,61.23330651636326,4.4,1.0807844103925586,18430549.253761105
1e+20,5e+18,10000000000.0,4.318526399237614,4.0319020590069785,75.34693155420938,4.4,1.1804396842275149,16271336.541294232
1e+20,5e+18,10000000000.0,7.9275827646719215,4.107888729313747,16.07702415610528,4.4,1.44986528305823,8410661.54042578
1e+20,5e+18,10000000000.0,8.298416734053497,4.867940176478217,6.357465888617645,4.4,1.4900920503987731,5948258.396052344
1e+20,5e+18,10000000000.0,4.603209641558475,3.594019859709827,79.46265969441814,4.4,1.0251586517340578,13799816.819266401
1e+20,5e+18,10000000000.0,9.524376424057193,3.1991586529232827,30.399190788927125,4.4,1.7389018131075538,6596503.9248533435
1e+20,5e+18,10000000000.0,4.65816446156865,4.861110879475124,14.221164989663379,4.4,0.9595349964407425,12745502.74345526
1e+20,5e+18,10000000000.0,7.946524317070989,3.9263307050765635,43.75612762657653,4.4,1.1447390077022777,7802047.408596725
1e+20,5e+18,10000000000.0,5.3548953810783315,2.894451068829667,55.052628585553634,4.4,1.3910770981316716,11143378.359136209
1e+20,5e+18,10000000000.0,9.077790938698756,2.3793927362107135,5.694442497758381,4.4,2.079445074478641,6897961.747061369
1e+20,5e+18,10000000000.0,9.169851192851608,4.527663504395544,26.915922268366632,4.4,1.4754507561257895,7483244.46511611
1e+20,5e+18,10000000000.0,1.7867512708397548,3.0865448083824547,5.853589062089953,4.4,0.8327531193159428,24841245.95320816
1e+20,5e+18,10000000000.0,9.428439981792032,3.9814091640932934,39.56917886000841,4.4,1.5827813781635314,7422758.189171729
1e+20,5e+18,10000000000.0,8.429813573683742,3.4124492580976944,80.87370252876326,4.4,1.2993431917379783,5389851.816764311
1e+20,5e+18,10000000000.0,8.121796428814001,2.596789339385115,88.49075979994052,4.4,1.4971826164045825,5253162.931423686
1e+20,5e+18,10000000000.0,2.808202057169702,3.8050598258613952,58.42313715481559,4.4,0.8922313891950967,28147257.868090816
1e+20,5e+18,10000000000.0,8.246072878791985,2.1820492068520467,17.062479359259488,4.4,1.769003672230255,9492963.730182955
1e+20,5e+18,10000000000.0,8.65119461216533,3.2400273796135766,81.8088969299396,4.4,1.3592925146007384,4903075.667489323
1e+20,5e+18,10000000000.0,3.6023530100873584,3.639844818991013,47.91356061840526,4.4,0.9668229722516074,16025674.745740287
1e+20,5e+18,10000000000.0,9.570340705260914,3.3081409223557374,16.376190152953875,4.4,1.7378305820744324,4958005.048441729
1e+20,5e+18,10000000000.0,1.4487413175924782,4.246016525752973,83.19022024229454,4.4,0.5441099829779187,41010631.203720145
1e+20,5e+18,10000000000.0,2.349183279224257,4.483774863635937,68.89980741290996,4.4,0.787652560839402,31162783.40962728
1e+20,5e+18,10000000000.0,5.838230242463629,4.313729222099534,66.65835872691419,4.4,1.2302629077462286,13364404.579698568
1e+20,5e+18,10000000000.0,6.182132240100787,2.1164388434354064,64.69872123011321,4.4,1.5948035721109504,10574038.794258429
1e+20,5e+18,10000000000.0,6.80635074970813,2.582386311337917,20.429564435390482,4.4,1.7889905935167956,7956719.934069663
1e+20,5e+18,10000000000.0,1.152722163839198,3.609822527791323,21.357582178554768,4.4,0.5987028787231148,55636149.488256335
1e+20,5e+18,10000000000.0,9.643300971599173,4.804466121331403,62.88149086317119,4.4,1.4946302185771247,5442125.305318052
1e+20,5e+18,10000000000.0,1.401292834607296,4.50487032515635,22.11587925960453,4.4,0.5696483718260226,54516046.71531136
1e+20,5e+18,10000000000.0,2.2875575745106214,4.5276035250554045,41.16443762186525,4.4,0.5718841081891769,32705633.011330396
1e+20,5e+18,10000000000.0,1.126130657734513,2.909624581279025,71.0341588266729,4.4,0.671023122023492,55348169.04512394
1e+20,5e+18,10000000000.0,6.101725899646852,3.2883436912361077,71.20386907451216,4.4,1.294648320046718,8684748.78858151
1e+20,5e+18,10000000000.0,9.39040195528875,3.412117841947812,42.433774209749785,4.4,1.9526424904154738,5509411.340393286
1e+20,5e+18,10000000000.0,6.993524494724178,2.472114750049731,71.92052462994633,4.4,1.8958866581174911,5910713.520684206
1e+20,5e+18,10000000000.0,8.403917216323846,2.093204390733369,75.96009626923095,4.4,2.073996663018845,8642735.544792032
1e+20,5e+18,10000000000.0,1.1195308311272207,4.840708698381551,59.965490361730645,4.4,0.4332384823049292,51821108.36835685
1e+20,5e+18,10000000000.0,5.878137686317535,2.72213775699052,22.873049150832554,4.4,1.2953308779832984,9017365.697198683
1e+20,5e+18,10000000000.0,5.136066797549697,2.719846711170894,26.839024893542636,4.4,1.2864425160149855,11457096.747258723
